,Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
171,SRR25558022,2023-08-12 00:02:20,2023-08-07 23:32:52,27720161,8371488622,27720161,302,2701,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558022/SRR25558022.lite.1,SRX21286792,GSM7692315,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3.0,1003103,SRS18536905,SAMN36878595,simple,10090,Mus musculus,GSM7692315,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,78093F3D1FC3BE3E9BE1F4C0D33446CF,20B614B6D1581C3BF516D75BD574EEAB
172,SRR25558020,2023-08-12 00:02:20,2023-08-07 23:18:07,29564999,8928629698,29564999,302,2864,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558020/SRR25558020.lite.1,SRX21286794,GSM7692316,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3.0,1003103,SRS18536907,SAMN36878594,simple,10090,Mus musculus,GSM7692316,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,82D26541AEB02C71A8322D7AB163D4FD,5A7F883B966208CFB305BC8FFD23C0B9
173,SRR25558021,2023-08-12 00:02:20,2023-08-07 23:16:19,28513432,8611056464,28513432,302,2788,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558021/SRR25558021.lite.1,SRX21286793,GSM7692317,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3.0,1003103,SRS18536906,SAMN36878593,simple,10090,Mus musculus,GSM7692317,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,B5520DEEABD4A1EF3DC575B52DB16A59,90A08345F33451A9806DB3CF7098278C
174,SRR25558019,2023-08-12 00:02:20,2023-08-07 23:17:42,26079893,7876127686,26079893,302,2578,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558019/SRR25558019.lite.1,SRX21286795,GSM7692329,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3.0,1003103,SRS18536908,SAMN36878582,simple,10090,Mus musculus,GSM7692329,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,B4A168140DD4365F54C0A10412CBD2F8,941B61662A0014DB258BF5784A84F281
175,SRR25557948,2023-08-12 00:02:20,2023-08-07 23:16:08,33167503,10016585906,33167503,302,3222,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25557/SRR25557948/SRR25557948.lite.1,SRX21286775,GSM7690778,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453892,PRJNA1003104,3.0,1003104,SRS18536888,SAMN36878565,simple,10090,Mus musculus,GSM7690778,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688349,,public,8CDBF2E666226D3712EA23565CF67AF2,6FD0CEE2434945BF3D1749A475B13542
176,SRR25558027,2023-08-12 00:02:20,2023-08-07 23:14:34,22218235,6709906970,22218235,302,2146,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558027/SRR25558027.lite.1,SRX21286787,GSM7692310,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3.0,1003103,SRS18536900,SAMN36878600,simple,10090,Mus musculus,GSM7692310,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,AC0B44A442A8553F6322C02F2EC70803,6D1A9952F9C7C628BB7BC7A833708C1A
177,SRR25558026,2023-08-12 00:02:20,2023-08-07 23:17:05,24843360,7502694720,24843360,302,2429,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558026/SRR25558026.lite.1,SRX21286788,GSM7692311,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3.0,1003103,SRS18536901,SAMN36878599,simple,10090,Mus musculus,GSM7692311,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,51623CA7AAFC616F69006C20C26CA772,C6B4C0388C4740E4CF76BA80C1A59FC2
178,SRR25558025,2023-08-12 00:02:20,2023-08-07 23:17:14,24847650,7503990300,24847650,302,2454,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558025/SRR25558025.lite.1,SRX21286789,GSM7692312,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3.0,1003103,SRS18536902,SAMN36878598,simple,10090,Mus musculus,GSM7692312,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,19AE8CE0193A42EA532E74A14FB59E7B,CE9105D3260CDA8BFF2C9BEE83B69D61
179,SRR25558024,2023-08-12 00:02:20,2023-08-07 23:20:37,33539422,10128905444,33539422,302,3414,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25558/SRR25558024/SRR25558024.lite.1,SRX21286790,GSM7692313,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453894,PRJNA1003103,3.0,1003103,SRS18536903,SAMN36878597,simple,10090,Mus musculus,GSM7692313,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688351,,public,2323DA124CC2240F277D70EBC6953E0E,151D3F090593FE9B0F77002DAB49A02F
180,SRR25557949,2023-08-12 00:02:20,2023-08-07 23:17:03,35629928,10760238256,35629928,302,3468,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25557/SRR25557949/SRR25557949.lite.1,SRX21286774,GSM7690779,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453892,PRJNA1003104,3.0,1003104,SRS18536887,SAMN36878564,simple,10090,Mus musculus,GSM7690779,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688349,,public,AC41D13F89624E36DA12170CEC54A3FF,3A1EE49DFB9C6D0DAC2D59FB01A3F475
181,SRR25557950,2023-08-12 00:02:20,2023-08-07 23:16:51,34019102,10273768804,34019102,302,3316,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25557/SRR25557950/SRR25557950.lite.1,SRX21286773,GSM7690780,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453892,PRJNA1003104,3.0,1003104,SRS18536886,SAMN36878563,simple,10090,Mus musculus,GSM7690780,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688349,,public,FDF251B953A9B842CF149C598B90C3B1,F1587B1754916B370C33927DE0EF5185
182,SRR25557951,2023-08-12 00:02:20,2023-08-07 23:21:04,35477467,10714195034,35477467,302,3450,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25557/SRR25557951/SRR25557951.lite.1,SRX21286772,GSM7690781,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453892,PRJNA1003104,3.0,1003104,SRS18536885,SAMN36878562,simple,10090,Mus musculus,GSM7690781,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688349,,public,CCC4D8DC5AF3D481F886FCA172D53D8E,F9A28401EE8DE4A1601D2470412A9B33
183,SRR25557952,2023-08-12 00:02:20,2023-08-07 23:22:17,35163516,10619381832,35163516,302,3433,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25557/SRR25557952/SRR25557952.lite.1,SRX21286771,GSM7690782,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453892,PRJNA1003104,3.0,1003104,SRS18536884,SAMN36878561,simple,10090,Mus musculus,GSM7690782,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688349,,public,DEF9FD33E179972C739E4FA653E7DDC9,08166A5BEE88B2B5CF4E71F0859EC7B7
184,SRR25557953,2023-08-12 00:02:20,2023-08-07 23:18:10,39542802,11941926204,39542802,302,3909,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25557/SRR25557953/SRR25557953.lite.1,SRX21286770,GSM7690783,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453892,PRJNA1003104,3.0,1003104,SRS18536883,SAMN36878560,simple,10090,Mus musculus,GSM7690783,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688349,,public,09E3716ECC21D5885576F991F33A8548,2193FFFE14ED64B0987A850A1D5A9E16
185,SRR25557958,2023-08-12 00:02:20,2023-08-07 23:17:35,37128236,11212727272,37128236,302,3594,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25557/SRR25557958/SRR25557958.lite.1,SRX21286765,GSM7690776,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453892,PRJNA1003104,3.0,1003104,SRS18536878,SAMN36878567,simple,10090,Mus musculus,GSM7690776,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688349,,public,06CDD83AE63EB22B54C579EE3439A7F2,356C622A3A5BD0193EDAD59F54AB5096
186,SRR25557957,2023-08-12 00:02:20,2023-08-07 23:20:22,32703207,9876368514,32703207,302,3188,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25557/SRR25557957/SRR25557957.lite.1,SRX21286766,GSM7690775,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453892,PRJNA1003104,3.0,1003104,SRS18536879,SAMN36878568,simple,10090,Mus musculus,GSM7690775,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688349,,public,F743331D90956EDEDA75EBA7B10C392E,FB7230898C86B35BFB88A1D524DAAFEF
187,SRR25557956,2023-08-12 00:02:20,2023-08-07 23:18:52,42237449,12755709598,42237449,302,4147,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25557/SRR25557956/SRR25557956.lite.1,SRX21286767,GSM7690787,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453892,PRJNA1003104,3.0,1003104,SRS18536880,SAMN36878557,simple,10090,Mus musculus,GSM7690787,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688349,,public,97F6DCA7EC0DF5863D4FDC1A68CFEDEC,3C91FA20ABE182D3394E912D59533F08
188,SRR25557955,2023-08-12 00:02:20,2023-08-07 23:27:23,40897722,12351112044,40897722,302,4021,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25557/SRR25557955/SRR25557955.lite.1,SRX21286768,GSM7690786,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453892,PRJNA1003104,3.0,1003104,SRS18536881,SAMN36878558,simple,10090,Mus musculus,GSM7690786,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688349,,public,B74AF9A444CC9FE3E164B90458D0A73C,FD1FE121B325CBE9C0B99B401799950E
189,SRR25557954,2023-08-12 00:02:20,2023-08-07 23:18:51,41676858,12586411116,41676858,302,4091,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25557/SRR25557954/SRR25557954.lite.1,SRX21286769,GSM7690785,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453892,PRJNA1003104,3.0,1003104,SRS18536882,SAMN36878559,simple,10090,Mus musculus,GSM7690785,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688349,,public,8AB3724A5D5FC5EC332147E2DE8DB5BF,702DF85BEE1056746F52FF6A6B3C56B6
190,SRR25556547,2023-08-12 00:02:19,2023-08-07 21:30:48,21817531,6588894362,21817531,302,2535,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25556/SRR25556547/SRR25556547.lite.1,SRX21285567,GSM7692528,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453840,PRJNA1003105,3.0,1003105,SRS18535840,SAMN36877057,simple,10090,Mus musculus,GSM7692528,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688245,,public,9560644FEBA12A825D68803DCE78A0FE,082414773D65BC7231C9EE369FFB9326
191,SRR25556546,2023-08-12 00:02:19,2023-08-07 21:33:12,21798043,6583008986,21798043,302,2539,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25556/SRR25556546/SRR25556546.lite.1,SRX21285568,GSM7692529,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453840,PRJNA1003105,3.0,1003105,SRS18535841,SAMN36877056,simple,10090,Mus musculus,GSM7692529,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688245,,public,17EC49E51A7D2D615280D78575149C9A,20AF2EE5F7BF85EAC8AD82ABF32554E9
192,SRR25556544,2023-08-12 00:02:19,2023-08-07 21:29:06,21773926,6575725652,21773926,302,2534,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25556/SRR25556544/SRR25556544.lite.1,SRX21285570,GSM7692531,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453840,PRJNA1003105,3.0,1003105,SRS18535842,SAMN36877054,simple,10090,Mus musculus,GSM7692531,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688245,,public,B096E2D127FA60D0FBFE68EADE2C7951,BBC1C2495FFCDE01C0C37107B7F473E3
193,SRR25556545,2023-08-12 00:02:19,2023-08-07 21:30:44,21705058,6554927516,21705058,302,2521,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25556/SRR25556545/SRR25556545.lite.1,SRX21285569,GSM7692530,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453840,PRJNA1003105,3.0,1003105,SRS18535843,SAMN36877055,simple,10090,Mus musculus,GSM7692530,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688245,,public,B53FC798F4BB048130F24C31BE7D23BB,F608D27C629D2F783EA27436143408EB
194,SRR25557959,2023-08-12 00:02:20,2023-08-07 23:19:17,37291869,11262144438,37291869,302,3635,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR025/25557/SRR25557959/SRR25557959.lite.1,SRX21286764,GSM7690777,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453892,PRJNA1003104,3.0,1003104,SRS18536877,SAMN36878566,simple,10090,Mus musculus,GSM7690777,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688349,,public,EFB5633E29668A84CC60D74D9A10D328,41496EA0AAE2468A0B1E33A64F86FF57
195,SRR25556552,2023-08-12 00:02:19,2023-08-07 21:38:08,21471984,6484539168,21471984,302,2509,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25556/SRR25556552/SRR25556552.lite.1,SRX21285562,GSM7692522,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453840,PRJNA1003105,3.0,1003105,SRS18535834,SAMN36877062,simple,10090,Mus musculus,GSM7692522,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688245,,public,F0AF9B25BD9C381123795195D2BA1BFD,2304E4CCCDE23E114AF20C14492B9D04
196,SRR25556551,2023-08-12 00:02:19,2023-08-07 21:31:13,21010007,6345022114,21010007,302,2444,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25556/SRR25556551/SRR25556551.lite.1,SRX21285563,GSM7692523,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453840,PRJNA1003105,3.0,1003105,SRS18535835,SAMN36877061,simple,10090,Mus musculus,GSM7692523,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688245,,public,D0B7A6172BAC71B1279E4FF4A02D1CCC,345E64A8EE37B9DD60C9AECD5590D279
197,SRR25556550,2023-08-12 00:02:19,2023-08-07 21:39:09,21305948,6434396296,21305948,302,2472,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25556/SRR25556550/SRR25556550.lite.1,SRX21285564,GSM7692525,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453840,PRJNA1003105,3.0,1003105,SRS18535837,SAMN36877060,simple,10090,Mus musculus,GSM7692525,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688245,,public,A4953DA954979855A57019F62F0C97C9,5901F667452AD7E07A1FC9045F43C1B4
198,SRR25556549,2023-08-12 00:02:19,2023-08-07 21:38:33,21881742,6608286084,21881742,302,2539,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25556/SRR25556549/SRR25556549.lite.1,SRX21285565,GSM7692526,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453840,PRJNA1003105,3.0,1003105,SRS18535838,SAMN36877059,simple,10090,Mus musculus,GSM7692526,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688245,,public,C7691A2D1A827DD0038C0305D8902C7F,1E24F9717FCD0EE4021042A00C1617A7
199,SRR25556548,2023-08-12 00:02:19,2023-08-07 21:30:03,21825937,6591432974,21825937,302,2543,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25556/SRR25556548/SRR25556548.lite.1,SRX21285566,GSM7692527,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453840,PRJNA1003105,3.0,1003105,SRS18535839,SAMN36877058,simple,10090,Mus musculus,GSM7692527,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688245,,public,89217706304A1414F140EB7A9A6ECED1,981A3D93F08CD916A93B96A0DBF5E067
200,SRR25556557,2023-08-12 00:02:19,2023-08-07 21:42:32,21010192,6345077984,21010192,302,2421,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25556/SRR25556557/SRR25556557.lite.1,SRX21285557,GSM7692517,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453840,PRJNA1003105,3.0,1003105,SRS18535830,SAMN36877067,simple,10090,Mus musculus,GSM7692517,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688245,,public,9A4D172F3AC97D734758E76B1009AC18,F88F174844D14A0823D8324513CAC680
201,SRR25556556,2023-08-12 00:02:19,2023-08-07 21:33:52,21184456,6397705712,21184456,302,2446,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25556/SRR25556556/SRR25556556.lite.1,SRX21285558,GSM7692518,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453840,PRJNA1003105,3.0,1003105,SRS18535831,SAMN36877066,simple,10090,Mus musculus,GSM7692518,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688245,,public,A61BD95DABC5CE6A2CA2DC93E4596764,E72BA5DE2EECFFF38C08CF1947EC4F7B
202,SRR25556555,2023-08-12 00:02:19,2023-08-07 21:37:48,21222817,6409290734,21222817,302,2474,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25556/SRR25556555/SRR25556555.lite.1,SRX21285559,GSM7692519,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453840,PRJNA1003105,3.0,1003105,SRS18535836,SAMN36877065,simple,10090,Mus musculus,GSM7692519,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688245,,public,5B015BD5236D23B7728778C0CFFBB11D,6454A22951623F5CA41928E5504030BF
203,SRR25556554,2023-08-12 00:02:19,2023-08-07 21:46:30,21410855,6466078210,21410855,302,2500,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25556/SRR25556554/SRR25556554.lite.1,SRX21285560,GSM7692520,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453840,PRJNA1003105,3.0,1003105,SRS18535832,SAMN36877064,simple,10090,Mus musculus,GSM7692520,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688245,,public,7312542C6696C506FCD39F6764245D64,1C3124A263DA0CE297E8861EDE03D706
204,SRR25556553,2023-08-12 00:02:19,2023-08-07 21:31:40,21320041,6438652382,21320041,302,2487,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25556/SRR25556553/SRR25556553.lite.1,SRX21285561,GSM7692521,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453840,PRJNA1003105,3.0,1003105,SRS18535833,SAMN36877063,simple,10090,Mus musculus,GSM7692521,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688245,,public,802D04E913D21DFA304D7E9ADD0020FD,1ECE37775D6ED4D05F7E58829AD0BBAA
205,SRR25556562,2023-08-12 00:02:19,2023-08-07 21:35:42,21627751,6531580802,21627751,302,2488,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25556/SRR25556562/SRR25556562.lite.1,SRX21285552,GSM7692512,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453840,PRJNA1003105,3.0,1003105,SRS18535825,SAMN36877072,simple,10090,Mus musculus,GSM7692512,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688245,,public,FB31F065E43797E8526C16FF225CE2F9,73943BF0DCC058CC7668473452C3FC32
206,SRR25556561,2023-08-12 00:02:19,2023-08-07 21:29:51,21784273,6578850446,21784273,302,2492,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25556/SRR25556561/SRR25556561.lite.1,SRX21285553,GSM7692513,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453840,PRJNA1003105,3.0,1003105,SRS18535826,SAMN36877071,simple,10090,Mus musculus,GSM7692513,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688245,,public,8E83ACD8BF699BD42511A02F5F4A78CF,D422866D63EFE9D89A7D52000CBC8683
207,SRR25556560,2023-08-12 00:02:19,2023-08-07 21:35:58,21749848,6568454096,21749848,302,2499,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25556/SRR25556560/SRR25556560.lite.1,SRX21285554,GSM7692514,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453840,PRJNA1003105,3.0,1003105,SRS18535827,SAMN36877070,simple,10090,Mus musculus,GSM7692514,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688245,,public,0DADF76E7D899694DECDD7804EAAC38F,249C50F4CDC137143CC10AF2582861C7
208,SRR25556559,2023-08-12 00:02:19,2023-08-07 21:31:00,21049535,6356959570,21049535,302,2414,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25556/SRR25556559/SRR25556559.lite.1,SRX21285555,GSM7692515,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453840,PRJNA1003105,3.0,1003105,SRS18535829,SAMN36877069,simple,10090,Mus musculus,GSM7692515,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688245,,public,7D77BC3CBF95E5E9E1128190EF8D1A32,5ACA6A3A1CBCBFA11D2111585327380B
209,SRR25556558,2023-08-12 00:02:19,2023-08-07 21:33:39,21334296,6442957392,21334296,302,2430,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR025/25556/SRR25556558/SRR25556558.lite.1,SRX21285556,GSM7692516,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP453840,PRJNA1003105,3.0,1003105,SRS18535828,SAMN36877068,simple,10090,Mus musculus,GSM7692516,,,,,,,no,,,,,"NEUROLOGY, EMORY UNIVERSITY",SRA1688245,,public,BCF2E8CAEEBFF0C8C0D3D38D80A19296,A46457B6A6CEA0AB88A90C146AE96392
