Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR32577649,2025-08-31 06:26:59,2025-03-05 16:36:29,33275848,9982754400,33275848,300,3271,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32577/SRR32577649/SRR32577649.lite.1,SRX27886196,GSM8830656,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X Plus,SRP568135,PRJNA1232173,,1232173,SRS24257741,SAMN47227040,simple,9606,Homo sapiens,GSM8830656,,,,,,,no,,,,,"CHTSF, CENTRE FOR MEDICINES DISCOVERY, UNIVERSITY OF OXFORD",SRA2088768,,public,BDEFDBD80611FBD1A7A0EC71681E6DB6,108C5AC8F012F314F3DB0132DEC1F983
SRR32577648,2025-08-31 06:26:59,2025-03-05 16:36:35,36821591,11046477300,36821591,300,3668,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32577/SRR32577648/SRR32577648.lite.1,SRX27886197,GSM8830657,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X Plus,SRP568135,PRJNA1232173,,1232173,SRS24257743,SAMN47227039,simple,9606,Homo sapiens,GSM8830657,,,,,,,no,,,,,"CHTSF, CENTRE FOR MEDICINES DISCOVERY, UNIVERSITY OF OXFORD",SRA2088768,,public,64B49D44C9C1669E5B17819A6A1921E8,6E70E77A53340E10488FF0954756517A
SRR32577657,2025-08-31 06:26:59,2025-03-05 16:40:19,36196953,10859085900,36196953,300,3651,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32577/SRR32577657/SRR32577657.lite.1,SRX27886188,GSM8830648,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X Plus,SRP568135,PRJNA1232173,,1232173,SRS24257734,SAMN47227048,simple,9606,Homo sapiens,GSM8830648,,,,,,,no,,,,,"CHTSF, CENTRE FOR MEDICINES DISCOVERY, UNIVERSITY OF OXFORD",SRA2088768,,public,99EBEA88EB0043FF7A84FB3B02056AE4,246B3D481B80682D77092C1E6D1BF8F8
SRR32577656,2025-08-31 06:27:00,2025-03-05 16:41:43,34073782,10222134600,34073782,300,3364,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32577/SRR32577656/SRR32577656.lite.1,SRX27886189,GSM8830649,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X Plus,SRP568135,PRJNA1232173,,1232173,SRS24257735,SAMN47227047,simple,9606,Homo sapiens,GSM8830649,,,,,,,no,,,,,"CHTSF, CENTRE FOR MEDICINES DISCOVERY, UNIVERSITY OF OXFORD",SRA2088768,,public,D67D1DC60177365660C27194A81697DC,D8B203F08F18DCE90CFDEF5119D27FBC
SRR32577654,2025-08-31 06:27:00,2025-03-05 16:38:51,32501794,9750538200,32501794,300,3247,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32577/SRR32577654/SRR32577654.lite.1,SRX27886191,GSM8830651,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X Plus,SRP568135,PRJNA1232173,,1232173,SRS24257736,SAMN47227045,simple,9606,Homo sapiens,GSM8830651,,,,,,,no,,,,,"CHTSF, CENTRE FOR MEDICINES DISCOVERY, UNIVERSITY OF OXFORD",SRA2088768,,public,1563AC8C0FB372F61EE61ACC5AF74CB2,AD995720346636B15CA5BAE4E09E0B47
SRR32577655,2025-08-31 06:27:00,2025-03-05 16:36:22,31125093,9337527900,31125093,300,3072,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32577/SRR32577655/SRR32577655.lite.1,SRX27886190,GSM8830650,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X Plus,SRP568135,PRJNA1232173,,1232173,SRS24257737,SAMN47227046,simple,9606,Homo sapiens,GSM8830650,,,,,,,no,,,,,"CHTSF, CENTRE FOR MEDICINES DISCOVERY, UNIVERSITY OF OXFORD",SRA2088768,,public,160913EA3501B5CAFE8FC9E8E3C28FB5,B33D05DC24C373C91DAE5E793CF81F26
SRR32577653,2025-08-31 06:26:59,2025-03-05 16:40:48,38603635,11581090500,38603635,300,3773,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32577/SRR32577653/SRR32577653.lite.1,SRX27886192,GSM8830652,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X Plus,SRP568135,PRJNA1232173,,1232173,SRS24257738,SAMN47227044,simple,9606,Homo sapiens,GSM8830652,,,,,,,no,,,,,"CHTSF, CENTRE FOR MEDICINES DISCOVERY, UNIVERSITY OF OXFORD",SRA2088768,,public,42375AD91602D12835139D0712756F60,A76C81605578055803BC40B8C1254A8F
SRR32577662,2025-08-31 06:26:59,2025-03-05 16:36:51,29432885,8829865500,29432885,300,2939,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32577/SRR32577662/SRR32577662.lite.1,SRX27886183,GSM8830643,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X Plus,SRP568135,PRJNA1232173,,1232173,SRS24257729,SAMN47227053,simple,9606,Homo sapiens,GSM8830643,,,,,,,no,,,,,"CHTSF, CENTRE FOR MEDICINES DISCOVERY, UNIVERSITY OF OXFORD",SRA2088768,,public,91B4A0CA6A27564F4FA146D54552AA2A,E22F53388DBC91133124BE5D3C0AC3AA
SRR32577661,2025-08-31 06:26:59,2025-03-05 16:37:43,39932105,11979631500,39932105,300,3974,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32577/SRR32577661/SRR32577661.lite.1,SRX27886184,GSM8830644,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X Plus,SRP568135,PRJNA1232173,,1232173,SRS24257730,SAMN47227052,simple,9606,Homo sapiens,GSM8830644,,,,,,,no,,,,,"CHTSF, CENTRE FOR MEDICINES DISCOVERY, UNIVERSITY OF OXFORD",SRA2088768,,public,F2440AAC4FBEF621ED2599F1751E051A,DCE1FC568DEC301AF1820ED2A4067653
SRR32577660,2025-08-31 06:26:59,2025-03-05 16:40:27,38166698,11450009400,38166698,300,3799,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32577/SRR32577660/SRR32577660.lite.1,SRX27886185,GSM8830645,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X Plus,SRP568135,PRJNA1232173,,1232173,SRS24257732,SAMN47227051,simple,9606,Homo sapiens,GSM8830645,,,,,,,no,,,,,"CHTSF, CENTRE FOR MEDICINES DISCOVERY, UNIVERSITY OF OXFORD",SRA2088768,,public,66AEE7D8699225F42F45A2985C0F5141,12C631314D85C515DF81DB4804B6F627
SRR32577659,2025-08-31 06:26:59,2025-03-05 16:41:59,35477633,10643289900,35477633,300,3506,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32577/SRR32577659/SRR32577659.lite.1,SRX27886186,GSM8830646,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X Plus,SRP568135,PRJNA1232173,,1232173,SRS24257731,SAMN47227050,simple,9606,Homo sapiens,GSM8830646,,,,,,,no,,,,,"CHTSF, CENTRE FOR MEDICINES DISCOVERY, UNIVERSITY OF OXFORD",SRA2088768,,public,BD3184CF1B42C8EC6E5C6F8977862CD4,2776812BE752757C8A563ABED0FD87A0
SRR32577658,2025-08-31 06:27:00,2025-03-05 16:37:23,40193140,12057942000,40193140,300,3975,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32577/SRR32577658/SRR32577658.lite.1,SRX27886187,GSM8830647,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X Plus,SRP568135,PRJNA1232173,,1232173,SRS24257733,SAMN47227049,simple,9606,Homo sapiens,GSM8830647,,,,,,,no,,,,,"CHTSF, CENTRE FOR MEDICINES DISCOVERY, UNIVERSITY OF OXFORD",SRA2088768,,public,E70E5497C7B1BC086BD20341A5E33154,94D31D59D402BB3497177582D4431F73
SRR32577667,2025-08-31 06:26:59,2025-03-05 16:37:47,38884593,11665377900,38884593,300,3919,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32577/SRR32577667/SRR32577667.lite.1,SRX27886178,GSM8830638,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X Plus,SRP568135,PRJNA1232173,,1232173,SRS24257724,SAMN47227058,simple,9606,Homo sapiens,GSM8830638,,,,,,,no,,,,,"CHTSF, CENTRE FOR MEDICINES DISCOVERY, UNIVERSITY OF OXFORD",SRA2088768,,public,BA15BF8F1DE95EBC237A175F51388B22,1358F39356B054FA2250D95195C7A40D
SRR32577666,2025-08-31 06:27:00,2025-03-05 16:37:23,39993273,11997981900,39993273,300,3985,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32577/SRR32577666/SRR32577666.lite.1,SRX27886179,GSM8830639,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X Plus,SRP568135,PRJNA1232173,,1232173,SRS24257725,SAMN47227057,simple,9606,Homo sapiens,GSM8830639,,,,,,,no,,,,,"CHTSF, CENTRE FOR MEDICINES DISCOVERY, UNIVERSITY OF OXFORD",SRA2088768,,public,6B9B2082D2DD7F58AE564BDCE00C7D9B,8275C68364F8659A36BAC17F7D81B571
SRR32577665,2025-08-31 06:27:00,2025-03-05 16:37:03,36450370,10935111000,36450370,300,3611,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32577/SRR32577665/SRR32577665.lite.1,SRX27886180,GSM8830640,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X Plus,SRP568135,PRJNA1232173,,1232173,SRS24257727,SAMN47227056,simple,9606,Homo sapiens,GSM8830640,,,,,,,no,,,,,"CHTSF, CENTRE FOR MEDICINES DISCOVERY, UNIVERSITY OF OXFORD",SRA2088768,,public,C7F9CF43D0020BBE9CBE0DD8AD915656,30EE4E3FE56367D905E4A4B003E87B35
SRR32577664,2025-08-31 06:26:59,2025-03-05 16:36:28,24373615,7312084500,24373615,300,2285,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32577/SRR32577664/SRR32577664.lite.1,SRX27886181,GSM8830641,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X Plus,SRP568135,PRJNA1232173,,1232173,SRS24257726,SAMN47227055,simple,9606,Homo sapiens,GSM8830641,,,,,,,no,,,,,"CHTSF, CENTRE FOR MEDICINES DISCOVERY, UNIVERSITY OF OXFORD",SRA2088768,,public,A6AB69A490403930574340C7698E60E2,2C76A68AEF5A8E83083F61534F948DFD
SRR32577663,2025-08-31 06:27:00,2025-03-05 16:37:01,33708612,10112583600,33708612,300,3375,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32577/SRR32577663/SRR32577663.lite.1,SRX27886182,GSM8830642,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X Plus,SRP568135,PRJNA1232173,,1232173,SRS24257728,SAMN47227054,simple,9606,Homo sapiens,GSM8830642,,,,,,,no,,,,,"CHTSF, CENTRE FOR MEDICINES DISCOVERY, UNIVERSITY OF OXFORD",SRA2088768,,public,29A08DA52DB0E2BC78F3291B7BD4A227,C863D14DB0BC7ABFC3BD765301D027DC
SRR32574937,2025-03-08 00:13:24,2025-03-05 10:32:57,21028443,1072450593,0,51,333,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32574/SRR32574937/SRR32574937.lite.1,SRX27883788,GSM8829451,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP568050,PRJNA1232054,,1232054,SRS24255381,SAMN47224459,simple,10090,Mus musculus,GSM8829451,,,,,,,no,,,,,UNIVERSITY,SRA2088501,,public,8BD02E1EBC50411D3E17A9A0D03C4554,EAA5A6FA7E3A60A6ED6C95EB2AB94AAE
SRR32574938,2025-03-08 00:13:24,2025-03-05 10:32:56,20719999,1056719949,0,51,333,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32574/SRR32574938/SRR32574938.lite.1,SRX27883787,GSM8829450,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP568050,PRJNA1232054,,1232054,SRS24255385,SAMN47224460,simple,10090,Mus musculus,GSM8829450,,,,,,,no,,,,,UNIVERSITY,SRA2088501,,public,15821CCD286E52DD729CCFBC1EE882CE,48C28B712C06ED4DA4AEFC99D1E5FDFE
SRR32574939,2025-03-08 00:13:24,2025-03-05 10:33:07,23708559,1209136509,0,51,373,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32574/SRR32574939/SRR32574939.lite.1,SRX27883786,GSM8829449,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP568050,PRJNA1232054,,1232054,SRS24255386,SAMN47224461,simple,10090,Mus musculus,GSM8829449,,,,,,,no,,,,,UNIVERSITY,SRA2088501,,public,4361E4A8091E93E88CF0C2E040EE462A,4C0F8AAB5392F46431412C071AE208F3
SRR32577669,2025-08-31 06:27:00,2025-03-05 16:37:09,36216483,10864944900,36216483,300,3602,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32577/SRR32577669/SRR32577669.lite.1,SRX27886176,GSM8830636,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X Plus,SRP568135,PRJNA1232173,,1232173,SRS24257722,SAMN47227060,simple,9606,Homo sapiens,GSM8830636,,,,,,,no,,,,,"CHTSF, CENTRE FOR MEDICINES DISCOVERY, UNIVERSITY OF OXFORD",SRA2088768,,public,3E67E3E8386EBF0F417CD449FBC30730,E2ABCD85BF19A84E86F58BEB2DCC391B
SRR32577668,2025-08-31 06:26:59,2025-03-05 16:37:20,33367584,10010275200,0,300,3349,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR032/32577/SRR32577668/SRR32577668.lite.1,SRX27886177,GSM8830637,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq X Plus,SRP568135,PRJNA1232173,,1232173,SRS24257723,SAMN47227059,simple,9606,Homo sapiens,GSM8830637,,,,,,,no,,,,,"CHTSF, CENTRE FOR MEDICINES DISCOVERY, UNIVERSITY OF OXFORD",SRA2088768,,public,A7F772B831BEAF100B25423DBF647E12,A6ACD3B883127D293E03B936BA220D40
SRR32547780,2025-03-07 00:20:46,2025-03-02 15:56:52,24397477,6899811940,24397477,282,2055,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32547/SRR32547780/SRR32547780.lite.1,SRX27858735,GSM8824943,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP567443,PRJNA1230722,,1230722,SRS24232261,SAMN47191363,simple,10090,Mus musculus,GSM8824943,,,,,,,no,,,,,UNIVERSITY,SRA2086918,,public,B5DBA060D75F20FB0C8E404957BEEC14,F8B87CEBE6FC36651E6D037D0D321031
SRR32547779,2025-03-07 00:20:48,2025-03-02 15:54:50,20970704,5918602839,20970704,282,1777,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32547/SRR32547779/SRR32547779.lite.1,SRX27858736,GSM8824944,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP567443,PRJNA1230722,,1230722,SRS24232262,SAMN47191362,simple,10090,Mus musculus,GSM8824944,,,,,,,no,,,,,UNIVERSITY,SRA2086918,,public,7476E14BCE9AF9372A959FF4EBAB2B5E,A1668C79E6B6C2BAAF31D979430AE605
SRR32574942,2025-03-08 00:13:24,2025-03-05 10:33:58,24362271,1242475821,0,51,388,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32574/SRR32574942/SRR32574942.lite.1,SRX27883783,GSM8829446,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP568050,PRJNA1232054,,1232054,SRS24255380,SAMN47224464,simple,10090,Mus musculus,GSM8829446,,,,,,,no,,,,,UNIVERSITY,SRA2088501,,public,3772785860D43073E99A5D55463826B9,CD7955B3235961AEBDA4CD291A15B0B8
SRR32574940,2025-03-08 00:13:25,2025-03-05 10:32:59,21893415,1116564165,0,51,348,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32574/SRR32574940/SRR32574940.lite.1,SRX27883785,GSM8829448,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP568050,PRJNA1232054,,1232054,SRS24255382,SAMN47224462,simple,10090,Mus musculus,GSM8829448,,,,,,,no,,,,,UNIVERSITY,SRA2088501,,public,48D3B9645DCBA44A9DA74C1A32775886,E2D0118E10BAF875EE8810999B0FAE84
SRR32574941,2025-03-08 00:13:24,2025-03-05 10:34:32,20969029,1069420479,0,51,327,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32574/SRR32574941/SRR32574941.lite.1,SRX27883784,GSM8829447,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP568050,PRJNA1232054,,1232054,SRS24255383,SAMN47224463,simple,10090,Mus musculus,GSM8829447,,,,,,,no,,,,,UNIVERSITY,SRA2088501,,public,A7C41CF26B07A2FE8DC97DC6BE7D3F61,CC3347524EFA7A9C8597C947BAA0851C
SRR29258154,2024-12-04 15:31:34,2024-06-02 11:40:50,66766183,20029854900,66766183,300,6059,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR029/29258/SRR29258154/SRR29258154.lite.1,SRX24776040,GSM8301373,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP511215,PRJNA1119183,3,1119183,SRS21494633,SAMN41640640,simple,10090,Mus musculus,GSM8301373,,,,,,,no,,,,,NANJING FIRST HOSPITAL,SRA1886417,,public,C0155AE3A83FCDF709D2760DCDD5863B,CDA480F5BE75D5ACD4E618FC95A02EDF
SRR29258152,2024-12-04 15:31:34,2024-06-02 11:34:23,69448356,20834506800,69448356,300,6256,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR029/29258/SRR29258152/SRR29258152.lite.1,SRX24776042,GSM8301375,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP511215,PRJNA1119183,3,1119183,SRS21494634,SAMN41640638,simple,10090,Mus musculus,GSM8301375,,,,,,,no,,,,,NANJING FIRST HOSPITAL,SRA1886417,,public,4813EFE2395EC6D070579FE743C6CE3F,D17F317A271F09E63B47DA7874426B7E
SRR29258153,2024-12-04 15:31:34,2024-06-02 11:37:29,66559932,19967979600,66559932,300,6048,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR029/29258/SRR29258153/SRR29258153.lite.1,SRX24776041,GSM8301374,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP511215,PRJNA1119183,3,1119183,SRS21494635,SAMN41640639,simple,10090,Mus musculus,GSM8301374,,,,,,,no,,,,,NANJING FIRST HOSPITAL,SRA1886417,,public,C75A28B5D777F8ECF229078B470337DB,30DBCD419225C8F8F421BAC72E64FC10
SRR32547782,2025-03-07 00:20:47,2025-03-02 15:59:17,24963902,7059757010,24963902,282,2095,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32547/SRR32547782/SRR32547782.lite.1,SRX27858733,GSM8824941,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP567443,PRJNA1230722,,1230722,SRS24232259,SAMN47191365,simple,10090,Mus musculus,GSM8824941,,,,,,,no,,,,,UNIVERSITY,SRA2086918,,public,527B84BEC369A9A7955585B7B7404345,52D3B132EC8935A4C90186A7F1A5045F
SRR32547781,2025-03-07 00:20:46,2025-03-02 15:56:13,20206591,5680980758,20206591,281,1684,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32547/SRR32547781/SRR32547781.lite.1,SRX27858734,GSM8824942,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP567443,PRJNA1230722,,1230722,SRS24232260,SAMN47191364,simple,10090,Mus musculus,GSM8824942,,,,,,,no,,,,,UNIVERSITY,SRA2086918,,public,B426D9FFF2223929913956AAA16BFB28,74D7A61C29407F03C71065D7E316339B
SRR29064931,2024-07-17 13:19:34,2024-05-17 10:50:59,13920822,4176246600,13920822,300,1308,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29064/SRR29064931/SRR29064931.lite.1,SRX24589470,GSM8274939,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP508312,PRJNA1112753,3,1112753,SRS21328303,SAMN41434490,simple,9606,Homo sapiens,GSM8274939,,,,,,,no,,,,,NANJING MEDICAL UNIVERSITY,SRA1868769,,public,BC2759AE3CDF3F8489A1B953BA80929F,42A3BEE556E241421E64534B40BB5851
SRR29064930,2024-07-17 13:19:34,2024-05-17 10:50:56,12901534,3870460200,12901534,300,1185,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29064/SRR29064930/SRR29064930.lite.1,SRX24589471,GSM8274940,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP508312,PRJNA1112753,3,1112753,SRS21328304,SAMN41434489,simple,9606,Homo sapiens,GSM8274940,,,,,,,no,,,,,NANJING MEDICAL UNIVERSITY,SRA1868769,,public,BAFA5D3409A9D9D8769CD765AB678157,42C6F948410154D46C3992167E04B426
SRR29064929,2024-07-17 13:19:34,2024-05-17 10:50:37,11355538,3406661400,11355538,300,1067,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29064/SRR29064929/SRR29064929.lite.1,SRX24589472,GSM8274941,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP508312,PRJNA1112753,3,1112753,SRS21328305,SAMN41434488,simple,9606,Homo sapiens,GSM8274941,,,,,,,no,,,,,NANJING MEDICAL UNIVERSITY,SRA1868769,,public,B3C49C199B4F39D0001353F985E91E3C,010ADE4ACDDB3A0F30F03D7851AD2BB1
SRR29064928,2024-07-17 13:19:33,2024-05-17 10:50:24,12972934,3891880200,12972934,300,1190,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29064/SRR29064928/SRR29064928.lite.1,SRX24589473,GSM8274942,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP508312,PRJNA1112753,3,1112753,SRS21328306,SAMN41434487,simple,9606,Homo sapiens,GSM8274942,,,,,,,no,,,,,NANJING MEDICAL UNIVERSITY,SRA1868769,,public,7E48D5AC882BD6F757DE8CA8129F7F76,C66263AE26D8B6E131D92B56B5660B5F
SRR29258155,2024-12-04 15:31:33,2024-06-02 11:47:55,79296288,23788886400,79296288,300,7160,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR029/29258/SRR29258155/SRR29258155.lite.1,SRX24776039,GSM8301372,ncRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP511215,PRJNA1119183,3,1119183,SRS21494632,SAMN41640641,simple,10090,Mus musculus,GSM8301372,,,,,,,no,,,,,NANJING FIRST HOSPITAL,SRA1886417,,public,119057E42E35BB47DEE3FDFBEF8B2897,66DD9767904302FA51CA61518ABC435C
SRR27928122,2024-03-14 15:26:11,2024-02-09 10:34:32,1011108,1255187705,0,1241,518,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-run-834/SRR027/27928/SRR27928122/SRR27928122.1,SRX23585173,GSM8072876,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP489128,PRJNA1075068,3,1075068,SRS20430134,SAMN39902347,simple,10090,Mus musculus,GSM8072876,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1800347,,public,B87072ABABC66F4127E4E17F8DA17CCB,166B959BE7E84CFC982C151BCF8AE46F
SRR27928121,2024-03-14 15:26:11,2024-02-09 10:33:43,858977,1072656712,0,1248,444,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-run-834/SRR027/27928/SRR27928121/SRR27928121.1,SRX23585174,GSM8072877,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel II,SRP489128,PRJNA1075068,3,1075068,SRS20430135,SAMN39902346,simple,10090,Mus musculus,GSM8072877,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1800347,,public,C76E8FD62C8EA8FF9067458427FDD5DF,429E883E78C9D4A22BA0CC8772BA88BF
